Pior da 3ª execução,107.60499999999995
Melhor da 3ª execução,105.405
Média da 3ª execução,106.28499999999997
Desvio padrão da 3ª execução,0.5405716495834046
Quantidade de temporadas,1
Quantidade de time,5
Jogador por time,5
Melhor individuo da 3ª execução,"[105.405, [1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1], [68, 149, 50, 152, 38, 37, 86, 22, 18, 144, 98, 154, 103, 84, 141, 111, 72, 47, 66, 65, 25, 42, 146, 100, 89, 127, 107, 136, 105, 74, 153, 94, 58, 44, 118, 157, 106, 78, 150, 75, 41, 11, 101, 132, 34, 32, 93, 52, 115, 23, 26, 137, 14, 16, 3, 151, 109, 8, 122, 76, 158, 148, 123, 142, 49, 92, 56, 5, 164, 131, 60, 91, 108, 117, 45, 7, 133, 77, 104, 121, 13, 35, 143, 96, 156, 125, 54, 162, 81, 114, 139, 6, 120, 17, 134, 80, 12, 85, 27, 102, 43, 63, 160, 1, 62, 28, 130, 67, 48, 116, 124, 53, 20, 128, 36, 19, 15, 55, 2, 79, 10, 71, 24, 73, 138, 112, 40, 39, 99, 33, 61, 70, 155, 159, 46, 113, 97, 145, 88, 31, 21, 29, 140, 163, 30, 82, 147, 51, 59, 126, 90, 129, 135, 110, 4, 9, 57, 161, 119, 87, 64, 69, 95, 83], 7]"
Tempo de execução,5984.63
