Pior da 2ª execução,72.82499999999999
Melhor da 2ª execução,74.67499999999998
Média da 2ª execução,73.5
Desvio padrão da 2ª execução,0.380049062046323
Quantidade de temporadas,1
Quantidade de time,5
Jogador por time,11
Melhor individuo da 2ª execução,"[72.82499999999999, [1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1], [8, 14, 1, 5, 6, 16, 12, 7, 4, 11, 13, 15, 10, 9, 3, 2], 7]"
Tempo de execução,1.07
