Pior da 3ª execução,72.375
Melhor da 3ª execução,69.75
Média da 3ª execução,70.5
Desvio padrão da 3ª execução,0.5663286276342689
Quantidade de temporadas,1
Quantidade de time,5
Jogador por time,11
Melhor individuo da 3ª execução,"[69.75, [0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1], [6, 7, 9, 8, 1, 15, 3, 12, 16, 5, 14, 10, 4, 13, 11, 2], 7]"
Tempo de execução,1.06
