Pior da 4ª execução,70.49
Melhor da 4ª execução,71.83000000000001
Média da 4ª execução,71.1675
Desvio padrão da 4ª execução,0.28007649868892287
Quantidade de temporadas,1
Quantidade de time,5
Jogador por time,11
Melhor individuo da 4ª execução,"[70.49, [0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1], [10, 7, 5, 37, 19, 12, 28, 1, 36, 23, 35, 6, 31, 33, 13, 20, 38, 26, 16, 8, 25, 3, 32, 17, 9, 29, 27, 18, 4, 14, 34, 11, 2, 22, 21, 15, 24, 30], 7]"
Tempo de execução,27.96
