Pior da 5ª execução,124.25
Melhor da 5ª execução,126.75
Média da 5ª execução,125.75
Desvio padrão da 5ª execução,0.7029698902987713
Quantidade de temporadas,1
Quantidade de time,5
Jogador por time,5
Melhor individuo da 5ª execução,"[124.25, [0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1], [18, 21, 10, 17, 16, 25, 4, 23, 26, 5, 1, 6, 24, 3, 2, 13, 12, 14, 7, 8, 11, 15, 22, 20, 19, 9], 7]"
Tempo de execução,3.09
