Pior da 9ª execução,33.125
Melhor da 9ª execução,34.25
Média da 9ª execução,33.375
Desvio padrão da 9ª execução,0.24356822363827604
Quantidade de temporadas,2
Quantidade de time,10
Jogador por time,11
Melhor individuo da 9ª execução,"[33.125, [0, 0, 1, 0, 1, 1, 1, 1], [7, 1, 4, 6, 5, 2, 3, 8], 5]"
Tempo de execução,0.64
