Pior da 5ª execução,34.5
Melhor da 5ª execução,33.125
Média da 5ª execução,33.5
Desvio padrão da 5ª execução,0.29869093387365353
Quantidade de temporadas,2
Quantidade de time,10
Jogador por time,11
Melhor individuo da 5ª execução,"[33.125, [0, 0, 1, 0, 0, 1, 1, 1], [7, 1, 4, 3, 6, 5, 2, 8], 5]"
Tempo de execução,0.65
