Pior da 4ª execução,105.34749999999997
Melhor da 4ª execução,107.1725
Média da 4ª execução,106.10249999999998
Desvio padrão da 4ª execução,0.5081399905537745
Quantidade de temporadas,1
Quantidade de time,5
Jogador por time,5
Melhor individuo da 4ª execução,"[105.34749999999997, [0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0], [43, 63, 160, 1, 139, 6, 120, 17, 134, 80, 12, 85, 27, 102, 162, 54, 114, 81, 57, 9, 4, 110, 135, 161, 3, 151, 109, 8, 26, 137, 14, 16, 60, 117, 108, 91, 13, 35, 45, 7, 133, 77, 104, 121, 66, 42, 25, 65, 73, 138, 112, 40, 39, 10, 71, 24, 111, 72, 47, 141, 21, 29, 140, 163, 30, 82, 88, 31, 150, 78, 106, 11, 41, 75, 64, 87, 119, 83, 95, 69, 145, 46, 113, 97, 93, 32, 34, 132, 101, 23, 115, 52, 131, 49, 92, 56, 5, 164, 143, 125, 156, 96, 153, 94, 58, 44, 118, 157, 22, 86, 37, 38, 152, 50, 149, 68, 84, 103, 154, 98, 144, 18, 53, 62, 28, 130, 67, 48, 116, 124, 61, 33, 99, 159, 155, 70, 123, 142, 122, 76, 158, 148, 146, 100, 89, 127, 107, 136, 105, 74, 2, 79, 20, 128, 36, 19, 15, 55, 129, 147, 51, 59, 126, 90], 7]"
Tempo de execução,6054.53
