Pior da 3ª execução,24.115000000000002
Melhor da 3ª execução,23.6425
Média da 3ª execução,23.885
Desvio padrão da 3ª execução,0.11105311617777662
Quantidade de temporadas,1
Quantidade de time,5
Jogador por time,11
Melhor individuo da 3ª execução,"[23.6425, [0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0], [48, 8, 22, 28, 23, 18, 44, 11, 37, 30, 45, 36, 24, 9, 47, 39, 15, 27, 2, 3, 4, 17, 19, 42, 16, 20, 25, 14, 46, 21, 12, 33, 1, 35, 7, 34, 31, 38, 41, 5, 29, 49, 6, 50, 26, 13, 43, 51, 32, 40, 10], 7]"
Tempo de execução,108.01
