Pior da 10ª execução,59.875
Melhor da 10ª execução,57.5
Média da 10ª execução,58.0
Desvio padrão da 10ª execução,0.5956439092836144
Quantidade de temporadas,1
Quantidade de time,5
Jogador por time,5
Melhor individuo da 10ª execução,"[57.5, [1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1], [2, 10, 13, 5, 6, 12, 1, 8, 7, 4, 11, 9, 3], 7]"
Tempo de execução,0.22
