Pior da 5ª execução,392.4075000000005
Melhor da 5ª execução,399.89750000000055
Média da 5ª execução,396.43250000000046
Desvio padrão da 5ª execução,2.2879088887744907
Quantidade de temporadas,1
Quantidade de time,5
Jogador por time,5
Melhor individuo da 5ª execução,"[392.4075000000005, [0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0], [4, 83, 110, 37, 14, 102, 58, 78, 95, 32, 23, 88, 26, 71, 101, 94, 77, 28, 53, 93, 116, 70, 11, 61, 112, 24, 40, 106, 100, 15, 20, 107, 12, 103, 64, 99, 104, 86, 41, 13, 105, 17, 69, 48, 68, 74, 19, 73, 109, 87, 67, 38, 50, 34, 3, 39, 31, 75, 113, 56, 44, 65, 62, 29, 52, 16, 60, 54, 91, 10, 30, 79, 57, 59, 82, 96, 46, 49, 81, 89, 43, 114, 27, 9, 92, 108, 97, 25, 36, 85, 98, 80, 55, 66, 76, 21, 47, 8, 84, 18, 63, 33, 35, 111, 72, 5, 115, 22, 42, 2, 45, 90, 7, 1, 51, 6], 0]"
Tempo de execução,1475.11
